id,hhb,hbo2,ca,na
10000,8.908504,4.218403,9.118395,3.7743738
10001,7.011847,3.2726429,6.864147,1.7993804
10002,9.562662,4.4484854,10.748195,3.7032323
10003,8.923279,3.948309,10.81338,4.496489
10004,5.2726073,3.860625,8.896979,3.3030229
10005,7.766375,4.209674,10.551363,2.871902
10006,7.9341397,3.2244384,9.216781,2.4243083
10007,8.545034,4.732921,11.016542,3.0911736
10008,6.406992,4.961604,8.988879,3.852601
10009,9.262885,3.8527071,7.3679385,2.4503727
10010,9.333484,3.9394774,9.1136875,4.552856
10011,9.021509,3.1439645,5.4047103,4.508462
10012,9.85332,3.6415927,6.3950896,3.0359852
10013,7.555207,4.143267,9.204878,3.1915858
10014,10.599212,3.4817336,7.163469,2.6902976
10015,4.3289366,3.8616664,6.7785263,4.145829
10016,9.989959,3.3437152,9.351852,3.8520272
10017,8.9718485,3.8687787,9.054647,2.19774
10018,9.935406,4.644962,9.56745,2.6255455
10019,7.4780016,3.5545514,8.182253,2.0410128
10020,8.414104,3.654471,9.102601,2.9913402
10021,10.182323,4.42003,10.136959,3.1568508
10022,12.665673,4.580186,12.014358,3.4774199
10023,8.129168,3.779324,9.195377,2.477569
10024,6.464929,4.286558,10.471289,3.3162954
10025,10.818713,4.3159313,8.761623,2.7580125
10026,10.308892,3.0901413,6.3934803,3.0264494
10027,14.013425,5.1241155,10.878365,3.8023093
10028,2.5617747,3.4417188,8.387651,4.261737
10029,7.701658,3.567132,8.950511,3.804634
10030,2.8076901,3.7682388,9.033483,3.0792525
10031,7.4421234,4.105173,7.277403,3.0723865
10032,15.090599,4.4488373,11.34109,3.5441043
10033,9.700613,4.0197973,8.111356,3.631635
10034,9.310932,4.1196423,7.877552,4.2533903
10035,6.4378476,3.1690466,7.3522964,2.8112752
10036,7.874895,4.237993,9.77224,3.6462216
10037,6.449828,3.793129,7.4207826,2.7137458
10038,10.40102,4.2285695,8.521071,3.4890156
10039,8.163217,3.069296,8.3934355,2.980044
10040,4.38945,4.221035,11.066813,3.1299803
10041,7.3416004,4.079668,10.218296,4.1158867
10042,7.0574565,4.70296,11.119169,2.9119484
10043,10.776949,3.54886,9.184583,3.3288386
10044,6.5837407,4.680921,11.305981,3.3251393
10045,7.255303,4.1404037,10.208577,3.5422344
10046,6.8874817,4.103593,10.648429,2.553317
10047,7.137334,4.1027737,11.084436,4.50927
10048,7.2343225,3.8559935,8.240033,2.508174
10049,6.6539326,5.03374,10.044957,2.0387628
10050,6.654576,4.549499,10.414803,1.0934416
10051,9.062985,4.55348,8.713632,2.5139377
10052,10.759106,4.3425946,8.332666,3.8532405
10053,5.8261375,4.1198807,9.3989725,2.2729616
10054,6.0542984,4.22639,9.835491,2.3939605
10055,6.1127214,3.4326673,8.978741,5.555865
10056,12.038994,5.0202637,8.065493,3.338311
10057,8.182765,3.9785573,8.9349575,3.6506717
10058,10.956617,4.088423,8.874312,3.0790598
10059,6.973981,3.8826113,8.989008,5.4006104
10060,10.637173,3.3050745,5.9960165,2.7917945
10061,3.3435411,3.9845588,9.271756,1.702965
10062,4.2887754,3.2635636,7.425513,4.3077292
10063,11.142588,4.296912,8.961677,4.039066
10064,7.5273337,3.7776735,8.845458,4.0250263
10065,8.746158,3.755764,7.966775,2.4031591
10066,7.935925,3.7665884,7.585025,2.7169352
10067,7.3419185,3.5914853,7.004427,3.2488112
10068,8.956965,4.717341,11.133653,3.8479464
10069,10.450212,4.815131,10.861929,2.9785602
10070,7.1737456,4.3960586,9.351842,3.0475643
10071,0.436579,3.1486876,7.888862,3.60384
10072,6.2667923,4.5011473,10.641219,2.5661268
10073,10.098302,3.6913176,10.908941,4.191579
10074,6.736236,3.6151576,8.321699,2.8000293
10075,8.581624,4.5376177,12.120176,1.4902332
10076,8.1767235,4.324963,11.331063,1.3659434
10077,8.40316,4.327421,9.614072,1.7470962
10078,10.439553,4.255699,9.260797,2.5804467
10079,7.756379,3.7259338,9.915673,3.2640288
10080,7.1521034,3.3742826,7.220201,4.6821866
10081,7.0183496,3.766643,7.340956,3.1917307
10082,12.362448,4.5847564,11.304602,2.3605294
10083,6.0019417,4.384564,9.425691,1.2554755
10084,6.0852737,4.092753,7.8723106,3.8286042
10085,10.869244,3.8473473,6.251806,4.4035463
10086,11.804678,4.0715284,8.090886,2.7515216
10087,9.213885,4.545639,10.566487,3.9812477
10088,6.6649017,3.1474345,9.1141405,3.6726139
10089,10.654924,5.022231,9.626612,2.2476602
10090,9.081909,3.8973513,7.6827803,2.204605
10091,2.8460085,3.5911107,6.866004,2.434393
10092,4.028693,4.2234097,10.452222,0.74428535
10093,5.2086377,3.8059754,8.207132,0.67156607
10094,8.557608,3.3935542,6.365376,3.5002518
10095,1.6611509,3.694234,6.88366,1.6336288
10096,-0.32313985,3.3620334,8.215672,1.7656851
10097,7.0370793,4.610987,10.450465,3.4146016
10098,11.63901,3.776595,9.597761,3.1462913
10099,9.509244,4.1685534,8.688034,1.752436
10100,7.4337997,3.8659186,8.754705,2.5736678
10101,4.735379,4.21541,9.857588,1.5478153
10102,0.8444464,2.50083,9.405463,2.1683998
10103,7.60691,3.71205,9.870135,3.5460782
10104,3.9165022,3.8161314,7.515219,1.1121128
10105,10.286456,3.3367975,9.839904,2.406475
10106,10.889676,3.3424172,11.17317,3.892327
