id,hhb,hbo2,ca,na
10000,10.782374,4.433423,10.02627,4.1400566
10001,1.8122389,3.0904717,7.1959105,3.7403417
10002,9.675896,4.103864,9.391336,4.021061
10003,5.3595905,3.859799,7.276491,3.7365282
10004,4.9167395,4.2047234,8.705314,3.32225
10005,12.657634,4.241641,10.689994,4.5571475
10006,8.226786,4.3377476,7.429497,3.140274
10007,7.279483,3.4089847,10.657929,2.4666388
10008,7.8804975,3.6212683,5.1015167,2.6132596
10009,9.15783,4.0648866,6.5043874,3.5853188
10010,15.090992,4.6207814,12.940187,3.2344253
10011,13.076586,4.437545,11.23382,3.2686603
10012,8.801577,3.3674111,8.382962,2.5666742
10013,5.4192443,4.014729,7.605238,2.4397368
10014,14.375006,5.0124025,11.261442,3.7812488
10015,9.5155945,3.4973931,10.915967,2.4327064
10016,12.304779,4.644642,9.4016695,3.876642
10017,10.126253,4.1800013,7.6527014,3.7723536
10018,3.5660815,3.34609,8.975924,3.7169085
10019,11.750694,4.2816706,10.367429,4.1839542
10020,8.486073,4.5441313,9.411859,2.7348914
10021,14.4403515,4.518452,9.694223,3.7377145
10022,5.0803866,4.319639,9.590136,2.2784348
10023,3.056551,3.5587344,8.862531,1.9267614
10024,2.0371184,3.5138838,8.877953,1.7562189
10025,12.128297,4.00054,10.605067,1.8627267
10026,13.120141,5.0803857,10.864695,3.0604632
10027,11.936413,4.1700706,9.395412,3.753734
10028,3.2895057,2.6530848,8.058456,4.120426
10029,11.028582,4.6435695,5.9887447,3.406704
10030,7.2142243,3.6371505,9.805502,2.8643785
10031,-0.012813568,3.5610592,9.910906,2.2916694
10032,10.497578,4.486939,12.011232,3.1145618
10033,11.562286,4.678166,10.331026,2.4394283
10034,3.893994,4.7944036,11.405964,3.2491806
10035,10.56587,4.6613884,10.257125,2.6830385
10036,10.572007,4.1433477,9.468981,3.0483072
10037,4.6295285,4.282695,9.570741,2.2749586
10038,10.365218,4.7608056,9.6577,3.2118406
10039,2.3933697,4.7005157,8.922876,1.0280576
10040,10.547545,4.537569,8.186651,2.6110606
10041,7.454769,3.797478,8.736074,2.8375528
10042,7.83247,4.075748,7.6413684,3.0672016
10043,11.3199835,4.0230665,9.74997,3.9700649
10044,12.518043,5.2883244,12.091274,2.6392524
10045,2.6727693,2.9443269,11.793483,2.858214
10046,2.3799636,3.1722538,7.4585094,3.275092
10047,10.523497,3.8880332,8.880501,2.1231058
10048,13.551194,3.6675923,10.192122,3.0828376
10049,11.149551,4.3502054,11.455586,4.276951
10050,10.793015,4.354015,10.454606,2.8144073
10051,9.636586,4.1390133,10.173872,2.8743114
10052,6.5155344,2.8505847,9.051118,4.294038
10053,12.467677,3.8733122,10.784793,3.572939
10054,3.446733,2.4949033,6.8910394,1.7864723
10055,7.3787446,4.308112,7.705249,4.385708
10056,1.3920968,3.8985605,7.2431664,1.5768812
10057,6.8922615,4.511932,8.54104,4.031967
10058,6.3123407,3.0929136,9.886254,2.3101478
10059,8.456623,4.548814,9.930971,3.5158947
10060,9.394773,3.7853703,8.920225,3.4796507
10061,6.651621,2.922523,9.004124,3.5983872
10062,0.7762695,3.1490197,5.58313,2.2451568
10063,2.1110168,3.4687836,7.4637017,2.4703655
10064,4.4359117,3.7393599,8.928074,3.3200932
10065,14.354321,4.535601,11.530529,3.1458151
10066,4.9639697,2.6744733,9.896005,2.7564118
10067,12.425985,4.1126223,7.9531817,2.2441359
10068,2.6337714,3.7266197,10.00891,3.3650916
10069,8.395993,2.7818677,8.236776,2.0369353
10070,4.627409,2.4792893,6.3668375,2.0385294
10071,8.892533,4.9119186,7.6595197,3.9378278
10072,11.888898,4.691884,9.90266,3.3115637
10073,4.494232,3.5976942,5.2647047,2.3772628
10074,6.9213743,3.5250225,10.828135,3.1132193
10075,12.604507,4.875459,9.923649,3.2820318
10076,13.437563,4.6408386,9.210237,3.0241148
10077,8.343679,4.8017116,10.430315,2.9391441
10078,13.304609,5.033628,10.810229,3.0744681
10079,11.360337,4.7935615,11.72926,2.9709141
10080,3.9724164,3.436024,8.512015,2.926567
10081,4.5874333,3.5814362,7.036397,2.286965
10082,8.178173,4.098551,7.2546453,2.841138
10083,6.505198,4.1377,10.486421,3.2649474
10084,7.432631,3.890692,9.359159,4.014205
10085,11.370462,3.932698,9.915636,3.370432
10086,9.090833,3.6518877,7.527761,3.3280642
10087,5.809679,3.1204023,10.222781,2.3148487
10088,7.789228,3.8960867,10.961896,4.2480526
10089,8.570807,4.536053,7.62774,3.0634623
10090,8.581213,3.3040905,6.9416146,3.2097
10091,11.418235,3.538978,11.604809,3.7654548
10092,8.307818,4.0276585,9.671133,3.2434216
10093,7.818889,3.0014026,5.423749,3.5929601
10094,6.844656,3.5733526,9.192621,4.3048344
10095,2.6667361,3.2587595,7.7477922,2.5483012
10096,3.8629746,3.973995,8.819675,2.5954428
