id,hhb,hbo2,ca,na
10000,9.194299,4.3496695,9.309404,4.7269616
10001,7.1214743,3.1098533,8.363684,1.7050698
10002,10.001886,4.693169,10.722837,4.1693473
10003,7.9729834,3.965128,10.724835,4.393318
10004,7.398096,3.7801273,8.502106,2.766128
10005,7.5181556,4.3271413,10.269601,2.174468
10006,7.616638,3.0223386,8.456657,2.1922226
10007,8.714447,4.513405,11.065724,4.356435
10008,6.3502707,5.057574,8.047487,3.383825
10009,8.902727,3.5952473,7.4599023,2.7257104
10010,8.009091,3.9934404,9.676459,4.2060947
10011,8.771897,3.0259035,4.83785,4.0244846
10012,9.584511,3.5777118,7.720518,2.9245803
10013,7.4459214,3.6833587,9.745529,4.4132967
10014,10.367399,3.3886883,6.912719,1.8583304
10015,5.037811,3.4958017,6.245671,4.7447677
10016,9.654326,3.5171707,9.769505,4.3363595
10017,8.754349,3.9343753,8.7459955,2.4718218
10018,9.975671,4.7648735,9.996803,2.2259173
10019,7.2546926,3.6172547,7.5203753,1.8053375
10020,8.411386,3.1915405,9.595607,3.286216
10021,9.836382,4.7072735,10.21556,2.7025685
10022,11.757272,4.1369514,12.645176,3.6220071
10023,7.348209,3.823412,9.077749,2.2639027
10024,7.031881,4.4265065,10.107416,3.4899292
10025,10.222085,3.9327939,7.9723697,3.0039873
10026,10.232133,3.1122873,6.1710873,3.3953948
10027,13.870714,5.0843844,10.806333,4.345644
10028,2.5309067,3.5158968,8.201179,4.381365
10029,7.639767,3.7037485,9.0423155,3.3023217
10030,2.8616948,3.673423,8.37574,3.1287324
10031,7.4182673,4.061623,6.910025,3.0054471
10032,14.329506,4.4233713,11.488403,3.1381412
10033,9.305128,3.905163,7.43204,3.6585386
10034,9.645103,4.1457376,8.289698,4.3120804
10035,6.5901394,3.0011191,7.5989356,3.1707401
10036,6.7157626,3.846734,9.480292,4.026439
10037,6.3609757,3.6147518,8.8738165,2.678043
10038,10.496701,4.1763763,8.469651,3.852754
10039,8.011434,3.2055154,7.6473327,2.5269394
10040,4.1326704,4.3145027,11.0031595,3.09705
10041,7.9413915,4.267635,9.3465,4.1556005
10042,7.917319,4.2999754,10.747007,2.9909573
10043,10.763835,3.491027,8.643969,3.9044924
10044,6.7509446,4.6850286,11.722242,2.0219567
10045,7.0322757,4.0388594,9.567749,2.2349572
10046,6.6627226,4.1264105,10.283953,3.392267
10047,7.237902,4.327551,10.36797,4.371653
10048,7.228318,4.3694496,8.684697,2.6854267
10049,6.9807577,5.061481,9.398122,1.1417685
10050,6.793267,4.5647902,10.8351555,1.1296806
10051,9.377374,4.5755415,9.576562,2.47924
10052,11.164641,4.219284,8.490227,3.0136979
10053,5.294404,4.520072,10.794077,2.8651872
10054,6.417443,4.3428755,9.297563,2.297954
10055,6.8860817,3.4890985,8.586907,5.068431
10056,12.296846,4.9453173,9.256847,2.5459743
10057,8.507894,3.8511405,8.466574,4.030037
10058,10.873006,4.1013646,8.993165,3.5943317
10059,7.1047883,3.5789156,10.024589,4.894032
10060,11.143798,3.3222651,6.3925877,3.0387504
10061,3.517459,3.8402119,9.559275,1.6957998
10062,4.5422244,3.3651226,6.5533056,5.256517
10063,10.726306,4.50665,9.323047,4.60625
10064,7.444376,3.8175445,8.667493,3.9908123
10065,8.69637,3.8878279,7.7429132,2.386816
10066,7.931697,4.0134497,8.920457,2.3881798
10067,6.850841,3.6299477,6.2783637,2.7972193
10068,7.7139945,4.7838073,10.73315,4.0384607
10069,10.38556,4.9564605,11.300914,2.5863385
10070,7.3494925,4.3758035,9.287991,3.4822075
10071,0.06608659,3.1031148,8.864806,4.120697
10072,7.4880304,4.5047116,10.880712,2.4491615
10073,8.9666195,3.7891562,10.278429,3.1142812
10074,6.832625,3.524636,8.045292,3.4440808
10075,8.813744,4.555693,11.153645,1.1683264
10076,7.3700924,4.50543,10.064182,1.6994134
10077,8.220528,4.2974834,9.839349,1.8736837
10078,10.318317,4.1846266,8.843231,3.244077
10079,7.7737694,3.7047126,10.185799,3.3232584
10080,7.569474,3.6591914,8.999264,4.5717483
10081,6.875373,3.7676413,7.5892205,2.5909858
10082,12.039173,4.4380026,12.465744,1.8673114
10083,5.9213524,4.1370277,9.845514,1.0326692
10084,6.0581446,4.0583444,8.216061,4.0959935
10085,10.706237,3.790134,5.7371235,4.8716955
10086,11.774111,3.8318875,8.308098,2.4791145
10087,9.250394,4.519821,10.578479,3.8735192
10088,5.3097115,3.8102462,8.673881,3.7783685
10089,10.621645,5.02938,9.595616,2.3764782
10090,10.181085,3.9460387,8.493095,2.1706014
10091,3.1899896,3.10664,7.7655973,1.1357837
10092,4.288476,4.438918,9.567303,0.7557695
10093,5.7205925,3.2029061,8.884615,0.6384551
10094,8.579595,3.2286015,6.423066,3.3163528
10095,2.327712,3.4655926,7.1998696,1.9376837
10096,-0.024209261,3.2218578,9.513969,2.0615187
10097,7.373745,4.516966,10.336443,3.5764933
10098,11.695045,3.7997901,9.794235,3.243826
10099,9.801555,3.661546,8.436282,1.8465631
10100,7.5489993,3.9152212,8.014704,2.9413939
10101,4.7098274,4.367275,10.356753,1.5843127
10102,0.48039272,3.0784318,7.1461926,1.9895272
10103,7.217323,3.535793,10.264244,2.3872578
10104,4.1214952,3.849652,7.9094024,0.8668984
10105,10.18135,3.4948738,10.978959,3.4060295
10106,10.520667,3.5939746,9.969174,3.7147677
10107,8.098522,3.3672762,10.238378,2.8316624
10108,8.618438,3.4647958,5.7190943,3.1095033
10109,9.10157,4.616887,10.1909,3.2039528
10110,8.324303,4.7478037,12.003343,1.7956136
10111,9.811783,4.5126853,9.83472,2.4735916
10112,9.311314,3.6348286,8.987974,3.2487864
10113,10.064184,4.5495467,12.022018,3.520821
10114,6.971282,4.1076636,7.6767907,1.6988021
10115,7.1478777,3.5414352,5.7435446,2.1450546
10116,9.727334,3.4653966,7.6423965,3.3932889
10117,7.670767,4.2174473,9.907275,2.514248
10118,9.518911,3.7337456,8.698063,3.7920215
10119,12.223957,4.400347,9.471555,2.5269241
10120,5.838509,4.1699,10.90605,3.5141094
10121,7.16723,3.2580843,8.872833,3.4342675
10122,7.440614,4.932995,10.461909,2.8412197
10123,2.3257284,2.8607,7.3328924,0.7070884
10124,8.17999,3.12676,8.359156,2.244376
10125,4.9538193,4.16674,6.624776,4.377447
10126,5.832969,2.789895,7.314087,2.5843992
10127,4.5889153,4.0812144,9.120598,4.2308555
10128,8.255812,4.563811,12.173616,3.115797
10129,9.311574,4.1330004,9.767672,4.236373
10130,5.671291,3.8880262,8.620591,4.531833
10131,6.184822,4.670481,10.864857,2.2469735
10132,5.2399793,3.023044,8.393347,1.7670231
10133,8.787327,5.25946,12.199711,3.060054
10134,8.777875,3.343818,7.4769564,3.2772775
10135,8.941483,3.5959783,6.4248214,3.591543
10136,10.4598465,5.346794,10.079124,2.9258957
10137,6.4873586,3.7532463,7.8101616,2.0653768
10138,7.1049123,4.1676035,10.302637,2.329465
10139,10.077984,3.8034506,10.932716,1.3443518
10140,5.6330576,4.0097017,10.31751,2.3550189
10141,4.8476267,3.6404495,6.801428,3.839775
10142,7.8934426,3.4757164,6.828487,3.494669
10143,2.6174936,3.127038,9.276166,2.9833968
10144,6.100041,4.7574186,9.245611,2.49405
10145,10.280585,3.7242942,9.947774,3.20537
10146,8.920563,3.3066607,7.736928,5.3640265
10147,8.335283,2.885249,4.2687626,2.5470316
10148,6.103813,4.1289444,6.5962105,4.1235805
10149,9.881477,2.9099185,7.1811976,3.4741783
10150,6.88689,3.977161,8.603889,2.5634153
10151,6.7906313,3.2850778,10.58148,1.4972453
10152,7.160372,3.171773,6.4108186,2.8118033
10153,11.222858,4.299569,8.766983,2.9613726
10154,11.744462,3.8766692,9.027697,2.3672502
10155,3.749449,4.062191,9.600797,2.0977492
10156,8.252365,4.616077,10.960754,3.0682845
10157,6.293579,3.795281,10.157687,3.321706
10158,7.2192793,3.4614255,9.304264,4.044026
10159,13.969581,4.8875484,10.776706,2.4331036
10160,6.328999,3.677651,7.5025926,3.0947313
10161,4.1372557,3.4130027,7.7559123,3.5960195
10162,10.093429,4.419082,11.273204,3.779145
10163,7.715136,3.608739,9.903582,3.822169
10164,8.42503,4.206815,10.713177,3.118294
10165,6.722559,3.8032992,8.423855,5.047531
10166,7.640358,4.0863876,7.1256146,3.719741
10167,8.680822,4.592688,10.518834,3.7219057
10168,9.588009,4.838798,9.4810915,2.472015
10169,9.448172,3.8010519,8.7066,1.9281155
10170,4.7636395,3.7499425,9.152654,3.1762393
10171,9.3657255,3.969781,9.0417795,2.873121
10172,6.2945247,3.9006984,10.058194,1.9641428
10173,5.1403275,3.5592375,9.721303,1.3031968
10174,10.31273,4.295702,9.626017,4.015399
10175,5.0176425,3.9747674,8.669212,1.9542396
10176,5.424367,3.9337132,7.3202453,2.383924
10177,6.700174,3.6490374,8.750301,3.0925841
10178,10.453813,4.316673,10.935275,2.582239
