id,hhb,hbo2,ca,na
10000,8.448721,4.1535935,9.037064,3.8589447
10001,7.013649,3.1541722,8.401808,2.318564
10002,9.794028,4.3373647,10.659882,3.8864186
10003,8.057022,3.837483,10.589551,4.315565
10004,5.3057775,4.0048943,8.68984,3.071021
10005,6.599886,4.4644327,9.549424,1.9355961
10006,6.568731,3.5931604,8.905749,2.645853
10007,8.779495,4.6977334,10.772818,3.4774473
10008,5.8628597,4.544055,8.612635,3.3705328
10009,9.256942,3.6171546,8.025255,2.6000485
10010,8.333469,3.9747424,9.249556,4.9097033
10011,8.605706,3.0954475,5.5855994,4.3093348
10012,9.591682,3.8601377,7.267741,2.6766727
10013,6.551889,3.9600267,8.33719,3.411292
10014,10.273913,3.6026578,7.1962214,2.3573446
10015,6.144266,3.8398073,8.657937,4.2148867
10016,9.7490635,3.521322,9.29681,4.2210026
10017,8.525614,3.9751668,8.264738,2.6694245
10018,8.042582,4.4386663,8.82095,2.157734
10019,6.971798,3.6502762,7.5390143,1.7831869
10020,9.737867,3.722348,9.727283,4.036513
10021,10.32185,4.5676594,9.769872,2.8767974
10022,10.140097,3.9311965,10.891176,3.4421172
10023,8.010244,3.8255734,8.534788,2.4661503
10024,6.5746408,4.5810523,9.9727955,3.3442862
10025,9.042795,3.961071,8.912171,3.285448
10026,9.851901,3.2409375,6.7307277,2.7301543
10027,13.997639,4.991215,11.798579,4.216671
10028,5.4593463,4.120839,8.827896,3.6719248
10029,7.8203936,3.781799,9.070722,3.258168
10030,5.3613048,4.345374,10.358611,2.7846944
10031,7.2280993,4.1548605,6.9036713,2.6320016
10032,7.0414424,3.491106,7.8611565,3.2280238
10033,9.596186,4.022498,8.111871,3.7555583
10034,10.102231,3.87702,7.8912196,3.8234768
10035,6.4700694,3.263938,7.2201037,2.911676
10036,7.603071,3.8674154,9.649548,4.339306
10037,5.5428586,3.7231622,7.4026747,2.5877025
10038,9.925626,4.1181784,8.022817,4.1012783
10039,7.64453,3.7227952,7.6560726,2.2478073
10040,4.269989,4.1846046,9.878562,2.9150496
10041,7.426381,4.0562887,9.714318,4.015849
10042,8.388857,3.9398189,10.502552,3.197134
10043,10.652009,3.3166401,9.071769,3.2266974
10044,7.119775,4.511156,11.271016,2.5553846
10045,8.318871,3.6198666,8.553988,2.9495704
10046,6.726476,3.9706516,9.786335,2.9042523
10047,7.284956,4.2792015,10.351759,4.29555
10048,7.21951,3.991495,8.162668,2.7369568
10049,7.2050343,5.017513,9.264674,1.2501743
10050,6.835735,4.3508816,9.999495,1.3719158
10051,7.5752864,4.339365,9.450042,2.5546727
10052,10.700569,4.261638,7.9215145,3.631239
10053,4.9992833,3.8168097,9.264944,2.123064
10054,6.8670363,4.271585,9.281982,3.0771077
10055,6.9477506,3.5855036,8.442364,5.225092
10056,13.526183,4.786433,9.951593,3.2454705
10057,8.780545,3.9710913,8.777813,3.8547213
10058,10.546483,4.088933,8.622609,3.1164958
10059,7.160694,3.9415233,9.002146,4.6914077
10060,10.759582,3.560568,7.2272906,3.5829248
10061,3.864603,3.9804347,10.01118,1.7869728
10062,8.207083,4.312668,9.302626,4.501296
10063,11.302669,4.237988,8.807713,4.6284523
10064,7.362407,3.5823374,8.028149,4.07417
10065,8.527474,3.8505366,7.690468,2.382587
10066,8.473974,4.082132,8.397799,2.7685626
10067,6.9681244,3.7306488,6.19179,3.0363424
10068,8.036688,4.691,10.288639,3.547458
10069,8.994734,4.5258355,10.306635,2.3077264
